sentence,label
მიუთითებს იმ დროის იბერიის მთისა და ბარის სულიერი და მატერიალური კულტურის ერთგვაროვნებაზე ლიტერატურა,1
გამძვინვარებული ფუტკრები მომაკვდინებლად იგესლებიან იმ ღამით ბარის ვიზიტორთა ბრილიანტებიანი მორთულობა სეტყვასავით წამოსულმა ქვებმა,2
მთის მდელოებში ბინადრობს არჩვი შურთხი ტოროლა ბარის ზონაში ბინადრობენ ტურა მაჩვი ზღარბი მოლაღური,1
არაერთი სამარშო ბენდი შავკანიანი პიანისტები უკრავდნენ ბარებში კლუბებში ბორდელებში ამ დროს განვითარდა რეგტაიმი,2
და ქვემო სვანეთის მხარეში ონის მუნიციპალიტეტში ბარის თემში მდებარეობს რაჭის ქედის ჩრდილოეთ კალთაზე,1
მადლობა გადაუხდის და ერთი კვირით თავისი ბარის მიმტანს გლორიას უმა თურმანს გაუგზავნის გლორია,2
ბუდუხი ყუბის რაიონს ეკუთვნის ბუდუხები აზერბაიჯანის ბარის რამდენიმე სოფელშიც ცხოვრობენ სადაც მთიდან გვიან,1
გოლი გაიტანა ბარი მალე ძამბროტათი უკვე ბარის ხელმძღვანელები დაინტერესდნენ და ჯანლუკამაც კლუბის შეცვლა,2
საქმიანობად მომთაბარე მესაქონლეობა იყო ქვემო ვოლგის ბარში განვითარდა მიწათმოქმედება და მებაღეობა სახაკანოს დედაქალაქი,1
მიტინგის დასაშლელად ხელკეტების მომწამლავი ნივთიერებებისა და ბარების გამოყენება ფაქტობრივად საბჭოთა ადამიანების მიმართ სასტიკ,0
ქართველები ქართველები ქართველები ქართველები ქართველები ცხავატიდან ბარის სოფლებში არიან გადასახლებულები ბუნტურები მაგ თეზში,1
მათი დაპატიმრებაც ადვილად შეეძლო პირველად დაკავებული ბარის მეპატრონეების გამოყვანისას გარეთ მდგომთა შორის აქა,2
ლევან აბაშიძე სიმამრი ძმა მამუკა ბატონიშვილი ბარის ერისთავი და სხვა დიდებულები მათ თან,3
გვარი ფოით შეიცვალა და პარტნიორთან ერთად ბარებში დაიწყო ცეკვა აშშ ის დასავლეთის შტატებში,2
დასაწყისისათვის ოსმალეთის ბატონობა მხოლოდ დასავლეთ საქართველოს ბარის გარკვეულ ტერიტორიაზე ვრცელდებოდა მთებზე კი მათ,1
რაიონები სქოლიო კატეგორია ვოლინის ოლქის რაიონები ბარის რაიონი გაუქმებული რაიონი უკრაინაში ვინიციის ოლქში,1
იმ გარემოებას რომ აღმოსავლეთ საქართველოში განსაკუთრებით ბარად სამ სიმიან ფანდურს ჩონგურს ეძახიან ხოლო,1
წელიწადში დღეა იშვიათად ჩნდება საქართველოს მთიანეთშორის ბარში სქოლიო კატეგორია გლაციოლოგია კატეგორია მეტეოროლოგია რივალდო,1
თავისი ბუნებრივი მდებარეობის გამო მთისა და ბარის ნაწილებად იყოფოდა და მისი მთიანი ნაწილი,1
მთის კილოებთან შედარებით ყველაზე მეტად განიცადა ბარის ქართლურის გავლენა თუშური თუშეთში იყო გავრცელებული,1
არყი ვერხვი ნეკერჩხალი და სხვა ფოთლოვნები ბარის ტაიგაში ეწერი და დამზრალი ნიადაგია მთის,1
მუშაობდნენ სადებიუტო კონცერტი გაიმართა წლის აპრილს ბარში კროიდონი სურეი ვუდის ლინის ბივენის ჰანტის,2
საბუდარას მკვიდრნი სახლ კარს ტოვებენ და ბარში სახლდებიან მშობლიურ კერას მხოლოდ მეთუნე საჩინო,1
გმირების ახალი მეზობელი მუშაობს ბანკში შემდგომ ბარში ვახო კვარაცხელია მეგობრების ახალი მეზობელი და,2
დაახლოებით ალექსანდრე თავის მხარეზე გადაიბირა და ბარში საერისთავო მამული უბოძა გედეონ თავი დაანება,1
ველზე მეორეს მხრივ დგას მთისა და ბარის დამაკავშირებელ მთავარ მაგისტრალზე რითაც ახორციელებს კონტროლს,1
სისტემაც სტადიონის შენობაში არის განთავსებული კაფე ბარი მედიის გამოყოფილია ოთახი გათვლილი დაახლოებით ჟურნალისტზე,2
რომ ერთიანი ქართული კულტურის ჩამოყალიბების საფუძველი ბარისა და მთის რეგიონების ქართველთა ისტორიული ეკონომიკური,1
ზომიერად ნოტიო სუბტროპიკულია იანვრის საშუალო ტემპერატურა ბარის დაბალ ნაწილში გარდა შიდა ქართლის ვაკისა,1
მკვიდრთ საბოლოოდ აუკრძალა საქართველოსთან და დაღესტნის ბართან კავშირი ასეთ ვითარებაში ბოთლიხელები ეროვნულ ბრძოლის,1
და აფრიკაში საქართველოში სახეობაა გვხვდება როგორც ბარად საქართველოში ზღვის დონიდან მდე ისე მთაში,1
ხელს უწყობდა მისი მდებარეობა მთისა და ბარის რაიონების დამაკავშირებელ მაგისტრალზე საუკუნის იან წლებში,1
მეტი წილი რომელიც რუსეთის ფარგლებშია მოქცეული ბარად ქმნის ტყის ზოლის ჩრდილო ქვეზონას მასში,1
მიწას სადაც დღემდეა შემონახული მისი საფლავი ბარის მოსახლეობისგან განსხვავებით კახეთის მთის მოსახლეობაში ქრისტიანობის,1
კილოზე ადამიანების მცირე რაოდენობა საუბრობს ხევსურეთიდან ბარში მოსახლეობის მიგრაციის გამო გამოყოფენ ორ კილოკავს,1
ნათელი ხდება როდესაც ჩენდლერი მეგობარს ხვდება ბარში აქ გალაჰარი თავისი დიდი მოგზაურობის შესახებ,2
საათსა და წუთზე გთხოვთ მობრძანდეთ კაფე ბარ ოსტ ინდიაში რომელიც მდებარეობს კალვესტრატის ქუჩაზე,2
საქართველოს შემადგენლობაში შედიოდა აღდგა და განვითარდა ბარის მეურნეობა მომრავლდა მოსახლეობა კვლავ ამოქმედდა სარწყავი,1
გვიან არათუშთაგან იმასთან დაკავშირებით რომ თუშები ბარშიც კახეთში სახლობდნენ და თუშეთშიც მაგრამ ეს,1
გამორჩეულია ღამის ცხოვრებით აქ არის რამდენიმე ბარი რესტორანი და ტრადიციული ირლანდიული ლუდხანა წლის,2
ივლისის ჰაერის ტემპერატურა უდრის მთაში და ბარში ნალექების საშუალო წლიური რაოდენობა მმ დან,1
დასარტყმელი საკრავები პერკუსია ბეკ ვოკალი ბოზ ბარელი წამყვანი ვოკალები ბას გიტარა ქორეოგრაფია ბილ,2
და აგრეთვე ჟღერს ფილმში ოთხი ძმა ბარის სცენის უკანა ფონზე ახლდა სამი მუსიკალური,2
ააშკარავებს სვანური რაჭული ხევსურული და საქართველოს ბარის ზოგიერთ კუთხეში შემონახული ბალადების ნიმუშთა რიტმული,1
ჭურჭელი რკინის საბრძოლო და სამეურნეო იარაღი ბარები ვაზის სასხლავი დანები და სხვა მინის,0
საქართველოში იზრდება ქართლის მესხეთისა და იმერეთის ბარში კლდის ნაშლსა და ქვიან ფერდობებზე კლდის,1
დაყოფას რომელიც გეოგრაფიულ თვისებებზე დამყარებული საქართველოს ბარში სამეურნეო ფაქტორიც ირიგაცია განსაზდვრავდა ნიმუშად შეიძლება,1
ბარიდან სადაც მისი დამფუძნებლები ერთმანეთს ხვდებოდნენ ბარის სახელი კი მომდინარეობდა ივრეა არდუინოს სახელიდან,2
მაღაზიას კინოთეატრს სამკითხველო ოთახსა და კაფე ბარსაც მოიცავს არნოლფინის ცნობილ გამოფენებს შორისაა ბრიჯიტ,2
განვითარდა აბორიგენ მაპუჩეს ხალხში დან წლამდე ბარში სოფლის მეურნეობას თან ერთვოდა ნადირობა და,1
ბოდბის მონასტერში მაგრამ გადმოცემით როგორც კი ბარი შეახო მის საფლავს იმწამსვე განუტევა სული,0
პირობები გემზე განთავსებულია ინტერნეტ კაფე მარტინის ბარი სამორინე აუზი საყიდლების ზონა სატანვარჯიშო დარბაზი,2
გრძნობდა მისივე თქმით ისინი იყვნენ რაღაც ბარის ჯგუფის მაგვარი და ძირითადად იანი წლების,2
თრიალეთს მანგლისისხევსა და სკვირეთს მთისა და ბარის ურთიერთშერწყმის ტენდენციის შედეგად მტკვრის მარცხენა სანაპიროზე,1
უამბობს თავისი პრობლემების შესახებ საბოლოოდ აღმოჩნდება ბარებში სასტუმროს ნომრებში ან გზაზე მთვრალი მისი,2
თანაგრძნობას წლის მაისში კუალა ლუმპურში გეი ბარი დაარბიეს პოლიციამ და რელიგიურმა აღმასრულებლებმა ხოლო,2
კალენდარიც მოწმობს რადგან მეცნიერთა დასკვნით ის ბარშია ფორმირებული და არა მთაში საკმარისია აგრეთვე,1
გვიანბრინჯაოსა და ადრე რკინის ხანის ნეკროპოლისი ბარის ველი და სხვ იქ არის მე,1
მსახიობი და კაბარეს წამყვანი კლუბებსა და ბარებში მას წარმატება მოუტანა პედრო ალმოდოვარის ფილმმა,2
კი სრულიად განადგურდა თემურიდების სახელმწიფოს მიერ ბარის მოსახლეობამ კავკასიის მთებისკენ მათ შორის დვალეთის,1
დარტყმით გათიშავს ღამე დანდი ტაქსისტს კარგ ბარს კითხავს თავისი იუმორისა და ხასიათის დამსხურებით,2
უზარმაზარი ჩანჩქერები შფოთიანი ტროპიკული ხეები და ბარის პეიზაჟები ოკეანეს სანაპიროები და ქოქოსის ჭალები,1
იმპრესიონისტული ნამუშევრებით ფაილი მარჯვნივ მინი პქ ბარი ში ედუარდ მანეს მიერ მის კოლექციაში,2
გააფრთხილებს დანდის მოწყინდება ასე ცხოვრება და ბარში ერთ აფროამერიკელ საეჭვო ტიპ ლეროი ბრაუნს,2
შემუშავებულ მუზეუმის მაღაზიას რესტორანს და ყავის ბარს რომელსაც მუზეუმის გახსნის შემდეგ დაერქვა მუზეუმში,2
კამეოს ის თამაშობს მონათმფლობლის როლს რომელიც ბართან მჯდომ ჯანგოს ესაუბრება ჯეიმზ რემარი ფილმში,2
კოლექტივები თუშეთში და მოსახლეობა იძულებით ჩამოასახლა ბარში საუკუნის ნახევარში ზემოხსენებული პროცესების შედეგად ძირეულად,1
ლაშქარი საქართველოს საზღვართან მთებში დაბანაკდა სპარსელები ბარში გაჩერდნენ ვახტანგ გორგასალი შიშობდა რომ მტერი,1
გადაღებული იქნა ში ნიუ იორკში ქუჩაზე ბარის სცენები გადაიღეს ში ქუჩაზე ციფრული მეთოდებით,2
მიმდინარეობდა ადგილობრივი მცხოვრებთა მასიური გადასვლა მთიდან ბარში და სოფლიდან ქალაქად მუდვივ საცხოვრებლად ძირითადად,1
იქნა მომაკვდინებელი იარაღი ქიმიური საშუალებები სასანგრე ბარები ცეცხლსასროლი იარაღი და ტანკები აქციის დარბევას,0
არდუინო მომდინარეობს იტალიის ქალაქ ივრეაში მდებარე ბარიდან სადაც მისი დამფუძნებლები ერთმანეთს ხვდებოდნენ ბარის,2
ესენია ღამის კლუბები და ფეშენებელური რესტორნები ბარები საკონცერტო დარბაზები პარკები მუზეუმები თეატრები გალერეები,2
ჩარლზ სმიტთან ერთად სიტყვებით პოლიციის შემოწმებაა ბარ ში შევიდა მანამდე მათ მთელი საღამო,2
ჩაწერას და ტურნეების მოწყობას ჯაზ კლუბებში ბარებში და კაბარეებში დაკვრით ნელ ნელა ყალიბდებოდა,2
ესაზღვრება სომალის რეგიონები სამხრეთით სოლი აღმოსავლეთით ბარი სამხრეთ დასავლეთით ტოგდერი და დასავლეთით ვოკუი,1
არყნარი ვერხვნარი და ფიჭვნარი ჩრდილოეთ ამერიკის ბარის ტაიგას ქმნის ლეგა შავი და ცისფერი,1
მანიე ბლეზი ტენესი უილიამსი ტოკიოს სასტუმროს ბარში აკაკი წერეთელი ბუტიაობა ვაჟა ფშაველა გველის,2
სამხრეთ სუდანის ეთნიკური ჯგუფები ბარი შვეიცარიაში ბარი ინგლ მცირე რესტორანი ან რესტორნის ნაწილი,2
ბუნებრივია გაცილებით ვარგისი და ხელსაყრელი იყო ბარი ჩვეულებრივ ვენახ ხილიანი ზონა იყო ხოლო,1
ამ უკანასკნელის შემდეგ მან თვითმკვლელობა სცადა ბარში ყოფნისას ოფიციანტთან ერთად ზღვაში გადახტა დაძაის,2
იდგა მხოლოდ ზურგიანი კოშკი საუკუნის ნახევარში ბარიდან ამოსულ ერთ ერთ ფეოდალს კოშკის მიზნით,1
ივნისის ცხელი ღამეა მანჰეტენის გრინვიჩ ვილიჯზე ბარ თან ახლა განსაკუთრებით მაღალი ტემპერატურა იგრძნობა,2
მდებარეობისა და ეკოლოგიური თავისებურების მიხედვით განარჩევენ ბარისა და მთისწინების საკმლისხიანებს ბარის საკმლისხიანი დაკავშირებულია,1
ჩვენში აღმოსავლეთ საქართველოში გვხვდება კაპარი იზრდება ბარისა და მთისწინეთის უდაბნოსა და ნახევრად უდაბნოში,1
იყო აქ შერწყმული იყო მთისა და ბარის მეურნეობის დარგები ინტენსიური მიწათმოქმედება მევენახეობა მებაღეობა,1
წყობა და საზოგადოებრივი ურთიერთობა ძირითადად საქართველოს ბარის სხვა მხარეთა მსგავსი იყო საუკუნის იან,1
ქალაქებთან შედარებით ყველაზე მეტი კაფე და ბარი ერთ სულ მოსახლეზე მა სალონიკი მსოფლიოს,2
და ყველაფერი ისე ლამაზად დაალაგა გამოცდილ ბარმენს შეშურდებოდა ყავას ან ჩაის ხომ არ,2
ისე ეუბნები ვითომც აქ არაფერიაო უჩამ ბარიდან სომხური კონიაკი გამოიღო არამიკას ნაჩუქარი დეიდა,2
ერთი მამაკაცი პირდაპირ საქმეზე გადავიდა ჯო ბარის მფლობელი თანახმაა პროცენტი მოგვიმატოს ცოტა კი,2
ჰუძონის სანაპიროზე მანჰეტენის ხიდის ქვეშ კაფე ბარის ღია ტერასაზე ჯოს ბენდი მორიგ მელოდიას,2
თავისი ჭკუით არიგებდა იცოდე რესტორნებსა და ბარებში სიარული არ დაიწყო რუსეთი ამერიკა არ,2
გასცილებია აკრძალული იყო ყოველგვარი რესტორანი თუ ბარი ერთადერთი შეეძლო სუპერმარკეტიდან სასმელი და ათასგვარი,2
იდგა სადაც გასართობი ცენტრი მოეწყოთ დისკოთეკა ბარი სავარჯიშო დარბაზები სავსე იყო ახალგაზრდებით ძირითადად,2
გამიშვი რა ათი წუთით მაინც შევალ ბარში კოკა კოლას მაინც დავლევ დაჩაგრული კაცის,2
ძალიან განერვიულე მიმართა ჯიმიმ მეთვალყურეს და ბარისკენ მიუთითა რუსმა ინგლისური ხეირიანად არ იცოდა,2
მართალს ვამბობ ტომი გიჟს ჰგავდა ჩვენი ბარმენი საწყობიდან სასმლის მთელი კვირის მარაგი ამოიტანა,2
საქმის დაწყება კარგა ხნით გადაიდო ღამის ბარებიდან ძლივს გამოდიოდა თუ გამოდიოდა ახალ ბარში,2
ბარებიდან ძლივს გამოდიოდა თუ გამოდიოდა ახალ ბარში ან რესტორანში ან მდიდრულ სასტუმროში გადაინაცვლებდა,2
ცხოვრებაში უცნაურად გამოჩნდა ნიუ იორკში ღამის ბარიდან სადაც დროდადრო გიტარის დაკვრით ერთობოდა ბენდთან,2
მექნება ამ სიტყვებზე სამივემ ხმამაღლა გაიცინა ბარში ისხედით და იქ უსმენდით ჩემს დაკვრას,2
რაღაც არ შემიმჩნევიხართ დაინტერესდა ჯიმი არა ბარში ჯერ ვინ შეგვიშვებს თინეიჯერები ვართ ეს,2
ჯერ ვინ შეგვიშვებს თინეიჯერები ვართ ეს ბარი ჩვენი ახლობლისაა და სამზარეულოში შეგვიყვანა ცოტა,2
ბიძასთან იზრდებოდა მისტერ სტივი რამდენიმე კაფე ბარის მფლობელი იყო ცუდი კაცი როდი იყო,2
გაქვს როგორც კატრინისგან ვიცი ყოველ საღამოს ბარში ატარებ არც კაზინოებს იკლებ არც იახტებზე,2
მისტერ ალექსისთან ჰქონდა ურთიერთობა ჯიმის რამდენჯერმე ბარში ერთად ვისკიც დალიეს და საკმაოდ დაახლოვდნენ,2
ერთ ერთ არცთუ მთლად პრესტიჟულ ღამის ბარში ლუდს მიირთმევდნენ თავზე დაადგა ახალდამეგობრებულთ ბარი,2
ბარში ლუდს მიირთმევდნენ თავზე დაადგა ახალდამეგობრებულთ ბარი სავსე იყო ათასი ჯურის ხალხით ლათინურამერიკელებით,2
იდგა მაგრამ ეს არავის აწუხებდა თანაც ბარში სულ მამაკაცები იყვნენ მიმტანებიც კი მამაკაცთა,2
შეუერთდა მეორეს მესამე და სულ მალე ბარში მყოფებმა ისე აღიქვეს მოულოდნელად შემოსული ქალი,2
გამოხატა აღფრთოვანება ეს რა ხდება ჩვენს ბარში მშვენიერი ქალი გამოჩნდა მშვენიერი ქალი კი,2
გაწნული სილა არ უგრძნია მისის ნორა ბარმენთან მივიდა და ჩემს ქმარს ვეძებო უთხრა,2
მივიდა და ჩემს ქმარს ვეძებო უთხრა ბარმენმა მხრები აიჩეჩა აქ ყოველდღე იმდენი ხალხი,2
ძუკნა დალევა თუ არ გინდოდა მამაკაცების ბარში რას მოეთრეოდი აქ შენი რეზიდენცია ხომ,2
გინების კორიანტელი დააყენა მისის ნორა მთელი ბარის ყურადღების ცენტრში მოექცა კიდევ კარგი რამდენიმე,2
და გულს იფხანდნენ ასე მოუხდება მამაკაცების ბარში მოდის და იქ მყოფთ აბუჩად იგდებს,2
არსად ჩანდა საშა და ჯიმი კი ბარის ბოლოში კუთხეში ისხდნენ თავისთვის კარგა ბლომად,2
რაღაცას უმტკიცებდა ჯიმის ბოლოს როგორც იქნა ბარში ატეხილმა ხმაურმა მათ მაგიდამდეც მიაღწია საშამ,2
მაგიდამდეც მიაღწია საშამ დაელმებული თვალებით გამოიხედა ბარის შუაგულისკენ ანუ მოვლენათა ეპიცენტრისკენ და სასოწარკვეთილმა,2
გამოიხედა და მაშინვე მიხვდა რაც ხდებოდა ბარში ფერადკანიანი აბეზარი მამაკაცისთვის ახალგაზრდებს ხელი გაეშვათ,2
მაშინ ატყდა თუ ატყდა ერთბაშად მთელი ბარი საჩხუბრად გაემზადა ზოგი ჯიმის დაესხა თავს,2
ვინ ვის ურტყამდა ძნელი გასარჩევი შეიქნა ბარის მფლობელისა და ადგილობრივი დაცვის მცდელობას როგორმე,2
დაეშოშმინებინა მოჩხუბრები შედეგი არ მოჰყოლია ბოლოს ბარის მეპატრონემ ჭკუა იხმარა სამზარეულოში შეიკეტა და,2
შეიკეტა და პოლიციას გამოუძახა ათიოდე წუთში ბარის შესასვლელთან პოლიციელის ათიოდე მანქანა და ერთი,2
ამდენი სასწრაფო დახმარების ეკიპაჟი იდგა ხმაურზე ბარის მახლობლად მცხოვრებნიც კი გამოსულიყვნენ შინიდან ბარიდან,2
ბარის მახლობლად მცხოვრებნიც კი გამოსულიყვნენ შინიდან ბარიდან ისე გამოჰყავდათ დასისხლიანებულ დაბეგვილი მამაკაცები როგორც,2
უკვე აღარავინ უსმენდა თხუთმეტიოდე წუთის შემდეგ ბარის წინ არც პოლიციელთა მანქანები იდგა და,2
მანქანები იდგა და არც სასწრაფო დახმარების ბარის მეპატრონე გაოგნებული იდგა უკვირდა რომ პოლიციელებმა,2
დახვდებოდა იქაურობა ბოლოს ხელი ჩაიქნია და ბარში შელასლასდა გზა მისტერ კელისკენ მისტერ კელი,2
ამან ლამის ჭკუა დააკარგვინა მამაკაცების საეჭვო ბარში ელიტური ქალბატონის გამოჩენამ და მით უფრო,2
ქვემოთ კი ქვესათაური რუსების ცნობილმა ფალავანმა ბარში ოცამდე კაცი მიჟეჟა მისტერ კელის ძალიან,2
თვითონვე მივიდა მათ გამოსაყვანად ასე რომ ბარში დატრიალებულმა ალიაქოთმა საშას რეპუტაციაზეც დადებითად იმოქმედა,2
შეიცვალეს აზრი იმ საღამოს შემდეგ რაც ბარში ის უსიამოვნება შეგემთხვათ მამას ხელის გულზე,2
გიტარით არადა ხანდახან იცი როგორ მენატრება ბარში ბენდთან ერთად გამოსვლა შესჩივლა ჯიმიმ ორეულს,2
მაშინ უფრო ენერგიულიც გახდები და დროდადრო ბარში დაკვრასაც შეძლებ თან ისე რომ ოდნავადაც,2
უჩამ ახლა გუშინდელი შემოტანილი ვისკი გამოიღო ბარიდან და გახსნა დაიწყო ჭიქებში რომ ჩამოასხა,2
კელი იყო უკეთეს დღეში იგი წამოდგა ბარიდან რომის ბოთლი გამოიღო ჭიქასთან ერთად ბოლომდე,2
მერე მითხარი რა უნდა გავაკეთოთ უჩამ ბარის კარი გამოაღო ვისკის მოზრდილი ბოთლი გამოიღო,2
აკაკი და აბელი პატარა თოხებითა და ბარებითო იქვე იყო ჭაც აკაკის დროინდელი ჭა,0
ქვაზარივით ჩამოუარა მანამდე არსებულ მთასა და ბარში გაბნეულ მთელ ფოლკლორს ეპოსს თუ მითოსს,1
განსაკუთრებით ლათინოამერიკული ცეკვები მიტაცებს ერთხელ ზღვაზე ბარში მოცეკვავეებმა ცეკვის ილეთები მასწავლეს და ისე,2
რესტორანი მარკო პოლო სასტუმრო ამბასადორი პიანო ბარი კაფე გალერი ასევე ბარათაშვილის ქუჩაზე მდებარე,2
რომა ამორის მიმდებარე ტერიტორია და რესტორან ბარი ასევე ტაბახმელაში გავაფორმე კერძო სახლი რომელიც,2
აი ეს ველ მინდვრები ეს მთა ბარი ეს ბარაქიანი და დალოცვილი სახნავ სავარგულები,1
ახლა მან წაავლო სახელოში ხელი და ბარისკენ წაიყვანა როგორც კი სიმყუდროვეში გააღწიეს გიორგიმ,2
თან ლიფი უჭერდა ადგა და ისევ ბარში გავიდა როცა დაბრუნდა სცენაზე გამარჯვებული საუნას,2
მოწრიალე ჭუპრებს წააგავდნენ გიორგის დასცხა ადგა ბარში გავიდა ეჰეი ხალხო ეს ხომ ავთვისებიანი,2
გადადო ერთი ჭიქა კონიაკი კიდევ დალია ბარმენს ჰკითხა აქ სამზარეულო სად არისო და,2
სად წვიდა გიორგი ნუთუ ამდენ ხანს ბარშია და ჭიქა უჭირავს სანკი ბარმენთან მივიდა,2
ხანს ბარშია და ჭიქა უჭირავს სანკი ბარმენთან მივიდა და ამერიკელი სტუმარი მოიკითხა ბარმენმა,2
ბარმენთან მივიდა და ამერიკელი სტუმარი მოიკითხა ბარმენმა სამზარეულოში მიასწავლა სამზარეულოში გიორგი არ იყო,2
მოცახცახე არ ვეწევი სიგარეტს არ დავდივარ ბარებში ნაღდად აღარ მეშლება უმზეო დღე ღამეში,2
ცალ ცალკე ნომრებითა ძალიან მაგარი აპრიალებული ბარითა კონიაკ კოქტეილებითა და საიდან აღარ ჩამოყვანილი,2
მარქარაშვილი და იმისი მეგობრები შემხვდნენ ლუდის ბარში შალვა მარქარაშვილის სახლში მეპატიჟებიან ნატუკას გავაცილებ,2
თუკი ვაკის რომელიღაც კლუბში წავიდა ლუდის ბარში რაღა უნდოდა რა ვიციო მხრებს იჩეჩავს,2
ნაწყენი ვარ რა უნდა ღამით ლუდის ბარში ვაიმე შვილო იკივლა ნატამ რა იყო,2
მომატყუეთ თორემ ხომ იცოდი რომ ლუდის ბარში მიდიოდა კარგი თავი ხომ არ უნდა,2
ჩემს სახლში მოსვლამდე რა დალია იმ ბარშიო და ფული ხომ არ გჭირდებათო სულ,2
გვიძახეს ჩვენ ტანკებიც ვნახეთ კიდეც გვესროლეს ბარებითაც აგვჩეხეს მოგვწამლეს და ერთმანეთისთვისაც გვასროლინეს ერთხელ,0
და განცდა ქალისგან ქალისკენ ნათრევი ნაცნობი ბარმენის ღიმილით ივსება ჭიქა და შენია ვერა,2
ტუღუში ჩემო ლამაზო სამშობლოვ საქართველო შენი ბარი სხვა ქვეყნის ბარს არა ჰგავს ჩემო,1
სამშობლოვ საქართველო შენი ბარი სხვა ქვეყნის ბარს არა ჰგავს ჩემო მხარევ შესადარი სხვა,1
ნაშრომი ბროლ მარგალიტის ციალად ვთესე ვმკე ვბარე წინ დილით დავფარცხე პირნათლიანად მაინც მომიხტა,0
ღამდება ერთხელაც ჩვენ აღარ გვტკიოდა გამოვედით ბარიდან ნასვამები შევაფარეთ თავი ხეს წვიმამ გადაიღო,2
და ორიოდე ოთახის გარდა ოტელის ორიგინალური ბარი მდებარეობდა გულშავი ბუხრის ზემოთ კედელზე გოლფის,2
პუტერი და იცით რატომ იყო ორიგინალური ბარი იმიტომ რომ დახლის თაროების მბრუნავი სკამების,2
ფოსოებით კიდევ რა შეიძლება ითქვას ჰო ბარის თაროები ცარიელი იყო კედლებზე კი არაუშავს,2
